Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color
"Kia cee'd, ","Kia cee'd, ",1.4 Tech,14.999 €,Gasolina,08.2019,59.596 km,100 CV / 73 kW,5,Cambio tipo manual,Gris
"Volkswagen Golf VII Sportsvan, ","Volkswagen Golf VII Sportsvan, ",1.6 TDI Advance,18.199 €,Diésel,08.2018,59.724 km,115 CV / 85 kW,5,Cambio tipo manual,Gris
"Alfa Romeo Stelvio, ","Alfa Romeo Stelvio, ",2.2 Executive RWD,30.499 €,Diésel,06.2020,59.740 km,190 CV / 140 kW,5,Cambio tipo automático,Negro
"Seat León, ","Seat León, ",1.4 TSI FR,12.999 €,Gasolina,12.2013,59.931 km,140 CV / 103 kW,3,Cambio tipo manual,Blanco
"Kia cee'd, ","Kia cee'd, ",1.0 TGDI Tech,14.799 €,Gasolina,10.2018,59.986 km,120 CV / 88 kW,5,Cambio tipo manual,Azul
"Hyundai i10, ","Hyundai i10, ",1.2 Go Plus,9.899 €,Gasolina,09.2018,60.167 km,87 CV / 64 kW,5,Cambio tipo manual,Rojo
"Alfa Romeo Giulietta, ","Alfa Romeo Giulietta, ",1.4 Turbo Sport,15.599 €,Gasolina,10.2019,60.360 km,120 CV / 88 kW,5,Cambio tipo manual,Blanco
"Renault Megane, ","Renault Megane, ",1.2 TCe Energy Zen,12.799 €,Gasolina,01.2016,60.418 km,132 CV / 97 kW,5,Cambio tipo manual,Azul
"Nissan Juke, ","Nissan Juke, ",DIGT NConnecta,13.799 €,Gasolina,06.2018,60.615 km,115 CV / 85 kW,5,Cambio tipo manual,Azul
"Renault Grand Scenic, ","Renault Grand Scenic, ",1.6 dCi Energy Edition One,18.899 €,Diésel,12.2016,60.740 km,160 CV / 118 kW,5,Cambio tipo automático,Negro
"Fiat 500, ","Fiat 500, ",1.2 S,12.999 €,Gasolina,05.2018,61.360 km,70 CV / 51 kW,3,Cambio tipo automático,Negro
"Peugeot 208, ","Peugeot 208, ",1.2 PureTech Style,9.799 €,Gasolina,06.2017,61.384 km,82 CV / 60 kW,5,Cambio tipo manual,Gris
"Renault Grand Scenic, ","Renault Grand Scenic, ",1.3 TCe Zen,18.499 €,Gasolina,10.2018,61.395 km,140 CV / 103 kW,5,Cambio tipo manual,Marrón
"Kia Rio, ","Kia Rio, ",1.2 CVVT Eco-Dynamics X-Tech,8.599 €,Gasolina,12.2015,61.549 km,85 CV / 62 kW,5,Cambio tipo manual,Blanco
"Nissan NV200 Evalia, ","Nissan NV200 Evalia, ",1.5 dCi Comfort,15.099 €,Diésel,10.2018,61.706 km,110 CV / 81 kW,4,Cambio tipo manual,Blanco
